Country,Code,Year,Wheat_Prod_Tones
Turkmenistan,TKM,1994,675000
Turkmenistan,TKM,1995,695000
Turkmenistan,TKM,1996,453100
Turkmenistan,TKM,1997,706900
Turkmenistan,TKM,1998,1245200
Turkmenistan,TKM,1999,1505800
Turkmenistan,TKM,2000,1690000
Turkmenistan,TKM,2001,1760000
Turkmenistan,TKM,2002,2326000
Turkmenistan,TKM,2003,2487000
Turkmenistan,TKM,2004,2600000
Turkmenistan,TKM,2005,2834000
Turkmenistan,TKM,2006,3260000
Turkmenistan,TKM,2007,1082770
Turkmenistan,TKM,2008,996160
Turkmenistan,TKM,2009,1405600
Turkmenistan,TKM,2010,1476620
Turkmenistan,TKM,2011,1168220
Turkmenistan,TKM,2012,1200000
Turkmenistan,TKM,2013,1600000
Turkmenistan,TKM,2014,1200000
Turkmenistan,TKM,2015,1406000
Turkmenistan,TKM,2016,1600000
Turkmenistan,TKM,2017,1000000
Turkmenistan,TKM,2018,1000000
Uganda,UGA,1993,9000
Uganda,UGA,1994,9000
Uganda,UGA,1995,9000
Uganda,UGA,1996,9000
Uganda,UGA,1997,9000
Uganda,UGA,1998,9000
Uganda,UGA,1999,11000
Uganda,UGA,2000,12000
Uganda,UGA,2001,14000
Uganda,UGA,2002,14000
Uganda,UGA,2003,15000
Uganda,UGA,2004,15000
Uganda,UGA,2005,15000
Uganda,UGA,2006,18000
Uganda,UGA,2007,19000
Uganda,UGA,2008,19000
Uganda,UGA,2009,20000
Uganda,UGA,2010,20000
Uganda,UGA,2011,23000
Uganda,UGA,2012,20000
Uganda,UGA,2013,20000
Uganda,UGA,2014,22000
Uganda,UGA,2015,22076
Uganda,UGA,2016,22764
Uganda,UGA,2017,23507
Uganda,UGA,2018,23597
Ukraine,UKR,1993,21831008
Ukraine,UKR,1994,13856600
Ukraine,UKR,1995,16273300
Ukraine,UKR,1996,13547100
Ukraine,UKR,1997,18403900
Ukraine,UKR,1998,14936600
Ukraine,UKR,1999,13585300
Ukraine,UKR,2000,10197000
Ukraine,UKR,2001,21348000
Ukraine,UKR,2002,20556000
Ukraine,UKR,2003,11430884
Ukraine,UKR,2004,17520200
Ukraine,UKR,2005,18699200
Ukraine,UKR,2006,13947300
Ukraine,UKR,2007,13937700
Ukraine,UKR,2008,25885400
Ukraine,UKR,2009,20886400
Ukraine,UKR,2010,16851300
Ukraine,UKR,2011,22323600
Ukraine,UKR,2012,15762600
Ukraine,UKR,2013,22279300
Ukraine,UKR,2014,24113970
Ukraine,UKR,2015,26532100
Ukraine,UKR,2016,26098830
Ukraine,UKR,2017,26208980
Ukraine,UKR,2018,24652840
United Arab Emirates,ARE,1993,765
United Arab Emirates,ARE,1994,1052
United Arab Emirates,ARE,1995,972
United Arab Emirates,ARE,1996,601
United Arab Emirates,ARE,1997,298
United Arab Emirates,ARE,1998,360
United Arab Emirates,ARE,1999,212
United Arab Emirates,ARE,2000,364
United Arab Emirates,ARE,2001,159
United Arab Emirates,ARE,2002,116
United Arab Emirates,ARE,2003,15
United Arab Emirates,ARE,2004,20
United Arab Emirates,ARE,2005,24
United Arab Emirates,ARE,2006,26
United Arab Emirates,ARE,2007,30
United Arab Emirates,ARE,2008,30
United Kingdom,GBR,1993,12890070
United Kingdom,GBR,1994,13314154
United Kingdom,GBR,1995,14309981
United Kingdom,GBR,1996,16071178
United Kingdom,GBR,1997,15018248
United Kingdom,GBR,1998,15449029
United Kingdom,GBR,1999,14866478
United Kingdom,GBR,2000,16703526
United Kingdom,GBR,2001,11580107
United Kingdom,GBR,2002,15972556
United Kingdom,GBR,2003,14281852
United Kingdom,GBR,2004,15473000
United Kingdom,GBR,2005,14863000
United Kingdom,GBR,2006,14755222
United Kingdom,GBR,2007,13220620
United Kingdom,GBR,2008,17227051
United Kingdom,GBR,2009,14075596
United Kingdom,GBR,2010,14877835
United Kingdom,GBR,2011,15257083
United Kingdom,GBR,2012,13261000
United Kingdom,GBR,2013,11921304
United Kingdom,GBR,2014,16606009
United Kingdom,GBR,2015,16444000
United Kingdom,GBR,2016,14383000
United Kingdom,GBR,2017,14837000
United Kingdom,GBR,2018,13555000
United States,USA,1993,65222000
United States,USA,1994,63168000
United States,USA,1995,59404000
United States,USA,1996,61982000
United States,USA,1997,67536000
United States,USA,1998,69327000
United States,USA,1999,62567284
United States,USA,2000,60639376
United States,USA,2001,52999932
United States,USA,2002,43703968
United States,USA,2003,63803256
United States,USA,2004,58697040
United States,USA,2005,57241992
United States,USA,2006,49216040
United States,USA,2007,55820360
United States,USA,2008,68016096
United States,USA,2009,60365728
United States,USA,2010,60062408
United States,USA,2011,54418808
United States,USA,2012,61677384
United States,USA,2013,58104610
United States,USA,2014,55147120
United States,USA,2015,55839540
United States,USA,2016,62831507
United States,USA,2017,47379810
United States,USA,2018,51286540
Uruguay,URY,1993,343900
Uruguay,URY,1994,486900
Uruguay,URY,1995,392900
Uruguay,URY,1996,649700
Uruguay,URY,1997,504800
Uruguay,URY,1998,559200
Uruguay,URY,1999,383900
Uruguay,URY,2000,324400
Uruguay,URY,2001,143600
Uruguay,URY,2002,270000
Uruguay,URY,2003,205800
Uruguay,URY,2004,326000
Uruguay,URY,2005,532600
Uruguay,URY,2006,454100
Uruguay,URY,2007,611200
Uruguay,URY,2008,697143
Uruguay,URY,2009,1356600
Uruguay,URY,2010,1844416
Uruguay,URY,2011,1300700
Uruguay,URY,2012,2016300
Uruguay,URY,2013,982000
Uruguay,URY,2014,1532796
Uruguay,URY,2015,1076000
Uruguay,URY,2016,1191000
Uruguay,URY,2017,757000
Uruguay,URY,2018,440000
Uzbekistan,UZB,1993,947400
Uzbekistan,UZB,1994,1452100
Uzbekistan,UZB,1995,2494100
Uzbekistan,UZB,1996,2741800
Uzbekistan,UZB,1997,3229200
Uzbekistan,UZB,1998,3719400
Uzbekistan,UZB,1999,3757100
Uzbekistan,UZB,2000,3684200
Uzbekistan,UZB,2001,3843500
Uzbekistan,UZB,2002,5183000
Uzbekistan,UZB,2003,5625600
Uzbekistan,UZB,2004,5507600
Uzbekistan,UZB,2005,6057200
Uzbekistan,UZB,2006,6099300
Uzbekistan,UZB,2007,6190300
Uzbekistan,UZB,2008,6147100
Uzbekistan,UZB,2009,6639800
Uzbekistan,UZB,2010,6745000
Uzbekistan,UZB,2011,6526955
Uzbekistan,UZB,2012,6612200
Uzbekistan,UZB,2013,6841977
Uzbekistan,UZB,2014,6955976
Uzbekistan,UZB,2015,6964664
Uzbekistan,UZB,2016,6934876
Uzbekistan,UZB,2017,6079164
Uzbekistan,UZB,2018,5410760
Venezuela,VEN,1993,310
Venezuela,VEN,1994,310
Venezuela,VEN,1995,517
Venezuela,VEN,1996,517
Venezuela,VEN,1997,517
Venezuela,VEN,1998,517
Venezuela,VEN,1999,517
Venezuela,VEN,2000,517
Venezuela,VEN,2001,585
Venezuela,VEN,2002,54
Venezuela,VEN,2003,152
Venezuela,VEN,2004,264
Venezuela,VEN,2005,517
Venezuela,VEN,2006,220
Venezuela,VEN,2007,213
Venezuela,VEN,2008,230
Venezuela,VEN,2009,143
Venezuela,VEN,2010,183
Venezuela,VEN,2011,204
Venezuela,VEN,2012,218
Venezuela,VEN,2013,161
Venezuela,VEN,2014,161
Venezuela,VEN,2015,179
Venezuela,VEN,2016,140
Venezuela,VEN,2017,136
Venezuela,VEN,2018,144
Yemen,YEM,1993,159707
Yemen,YEM,1994,171033
Yemen,YEM,1995,170929
Yemen,YEM,1996,144926
Yemen,YEM,1997,129175
Yemen,YEM,1998,167058
Yemen,YEM,1999,139563
Yemen,YEM,2000,141884
Yemen,YEM,2001,152742
Yemen,YEM,2002,131733
Yemen,YEM,2003,103794
Yemen,YEM,2004,103265
Yemen,YEM,2005,112963
Yemen,YEM,2006,149173
Yemen,YEM,2007,218520
Yemen,YEM,2008,170446
Yemen,YEM,2009,222129
Yemen,YEM,2010,265432
Yemen,YEM,2011,232339
Yemen,YEM,2012,250264
Yemen,YEM,2013,232190
Yemen,YEM,2014,192215
Yemen,YEM,2015,124940
Yemen,YEM,2016,95917
Yemen,YEM,2017,95651
Yemen,YEM,2018,105503
Zambia,ZMB,1993,69286
Zambia,ZMB,1994,60944
Zambia,ZMB,1995,38019
Zambia,ZMB,1996,57595
Zambia,ZMB,1997,70810
Zambia,ZMB,1998,63925
Zambia,ZMB,1999,69226
Zambia,ZMB,2000,75000
Zambia,ZMB,2001,80000
Zambia,ZMB,2002,75000
Zambia,ZMB,2003,135000
Zambia,ZMB,2004,82858
Zambia,ZMB,2005,136833
Zambia,ZMB,2006,93958
Zambia,ZMB,2007,115843
Zambia,ZMB,2008,113242
Zambia,ZMB,2009,195456
Zambia,ZMB,2010,172256
Zambia,ZMB,2011,237332
Zambia,ZMB,2012,253522
Zambia,ZMB,2013,273584
Zambia,ZMB,2014,201504
Zambia,ZMB,2015,214230
Zambia,ZMB,2016,159533
Zambia,ZMB,2017,193713
Zambia,ZMB,2018,114463
Zimbabwe,ZWE,1993,277000
Zimbabwe,ZWE,1994,288000
Zimbabwe,ZWE,1995,70000
Zimbabwe,ZWE,1996,263134
Zimbabwe,ZWE,1997,254772
Zimbabwe,ZWE,1998,242121
Zimbabwe,ZWE,1999,260909
Zimbabwe,ZWE,2000,229775
Zimbabwe,ZWE,2001,197526
Zimbabwe,ZWE,2002,195000
Zimbabwe,ZWE,2003,122427
Zimbabwe,ZWE,2004,247048
Zimbabwe,ZWE,2005,229089
Zimbabwe,ZWE,2006,241924
Zimbabwe,ZWE,2007,149110
Zimbabwe,ZWE,2008,31000
Zimbabwe,ZWE,2009,12000
Zimbabwe,ZWE,2010,18000
Zimbabwe,ZWE,2011,23000
Zimbabwe,ZWE,2012,53232
Zimbabwe,ZWE,2013,50966
Zimbabwe,ZWE,2014,20074
Zimbabwe,ZWE,2015,45302
Zimbabwe,ZWE,2016,42008
Zimbabwe,ZWE,2017,38715
Zimbabwe,ZWE,2018,41488
